CENTRO,PLAN,NOTA_FUERA,NOTA_UAM,DIFERENCIA
Facultad de Ciencias,Graduado/a en Física,6.6125,6.655172413793103,-0.04267241379310338
Facultad de Filosofía y Letras,"Máster en Literaturas Hispánicas: Arte, Historia y Sociedad",9.2,9.025,0.17499999999999893
Facultad de Filosofía y Letras,Graduado/a en Estudios Internacionales,9.16,8.005882352941176,1.1541176470588237
Facultad de Medicina,Graduado/a en Medicina (2014),9.28,8.652173913043478,0.6278260869565209
Facultad de Filosofía y Letras,"Graduado/a en estudios de Asia y África: Árabe, Chino y Japonés (2020)",8.766666666666667,8.093548387096774,0.6731182795698931
Facultad de Filosofía y Letras,"Graduado/a en Lenguas modernas, cultura y comunicación",7.779999999999999,8.166666666666666,-0.3866666666666667
Facultad de Formación de Profesorado y de la Educación,Graduado/a en Maestro/a en Educación Infantil,8.5,8.003333333333334,0.49666666666666615
Facultad de Ciencias,Graduado/a en Matemáticas,7.171428571428572,8.115384615384615,-0.9439560439560433
Facultad de Formación de Profesorado y de la Educación,Graduado/a en Maestro/a en Educación Infantil,7.0,7.482142857142857,-0.48214285714285676
Facultad de Filosofía y Letras,"Graduado/a en estudios de Asia y África: Árabe, Chino y Japonés",9.0,7.06,1.9400000000000004
Facultad de Derecho,Graduado/a en Derecho y en Administración y Dirección de Empresas,8.0,8.21875,-0.21875
Facultad de Derecho,Graduado/a en Derecho y en Administración y Dirección de Empresas,8.1875,7.227083333333333,0.9604166666666671
Facultad de Derecho,Graduado/a en Derecho,8.3,6.555882352941176,1.7441176470588244
Facultad de Filosofía y Letras,"Graduado/a en Lenguas modernas, cultura y comunicación",8.5,8.225714285714284,0.2742857142857158
Facultad de Filosofía y Letras,Graduado/a en Antropología Social y Cultural,8.2,7.257142857142857,0.9428571428571422
Facultad de Derecho,Graduado/a en Derecho (2016),7.88,6.614285714285714,1.265714285714286
Facultad de Ciencias Económicas y Empresariales,Máster en Dirección de Marketing,8.5,7.9750000000000005,0.5249999999999995
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Administración y Dirección de Empresas,7.859999999999999,6.285185185185185,1.5748148148148147
Facultad de Filosofía y Letras,Graduado/a en Ciencias y Lenguas de la Antigüedad,6.0375,6.619354838709677,-0.5818548387096776
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Gestión Aeronáutica,8.28,8.0625,0.21749999999999936
Facultad de Derecho,Graduado/a en Ciencia Política y Administración Pública,6.822222222222222,6.358064516129032,0.4641577060931903
Facultad de Derecho,Graduado/a en Derecho (2016),7.935294117647059,8.845833333333333,-0.9105392156862742
Facultad de Formación de Profesorado y de la Educación,Graduado/a en Ciencias de la Actividad Física y del Deporte,7.0,7.455882352941177,-0.4558823529411766
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Administración y Dirección de Empresas (2018),7.475,7.344827586206897,0.13017241379310285
Facultad de Filosofía y Letras,"Graduado/a en Lenguas modernas, cultura y comunicación",7.32,7.337142857142857,-0.017142857142856904
Facultad de Derecho,Graduado/a en Derecho y en Administración y Dirección de Empresas,9.125,9.093877551020409,0.031122448979591155
Facultad de Filosofía y Letras,Graduado/a en Traducción e interpretación,7.3999999999999995,7.083333333333333,0.31666666666666643
Facultad de Ciencias,Graduado/a en Química (2016),9.75,7.381818181818182,2.368181818181818
Facultad de Filosofía y Letras,Graduado/a en Ciencias y Lenguas de la Antigüedad,6.56,6.6899999999999995,-0.1299999999999999
Facultad de Filosofía y Letras,Graduado/a en Traducción e interpretación,7.3,7.845714285714286,-0.5457142857142863
Facultad de Ciencias,Graduado/a en Bioquímica,8.033333333333333,8.8,-0.7666666666666675
Facultad de Ciencias,Graduado/a en Física,7.7,7.242857142857143,0.4571428571428573
Facultad de Filosofía y Letras,Graduado/a en Estudios Hispánicos: lengua española y sus literaturas,6.7444444444444445,7.800000000000001,-1.0555555555555562
Facultad de Medicina,Graduado/a en Medicina,6.544444444444444,6.792857142857143,-0.24841269841269842
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Economía,7.444444444444445,6.003448275862069,1.4409961685823758
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Economía y Finanzas/Bachelor in Economics and Finance,7.477777777777778,7.503571428571428,-0.025793650793650258
Facultad de Filosofía y Letras,Graduado/a en Estudios Ingleses,7.74,7.014705882352941,0.7252941176470591
Facultad de Ciencias,Graduado/a en Nutrición Humana y Dietética,8.555555555555555,7.9739130434782615,0.5816425120772939
Facultad de Filosofía y Letras,Graduado/a en Estudios Internacionales,8.74,8.003448275862068,0.7365517241379322
Facultad de Filosofía y Letras,Graduado/a en Estudios Ingleses,8.58,7.603448275862069,0.9765517241379307
Escuela Politécnica Superior,Graduado/a en Ingeniería Informática,7.666666666666667,7.691666666666666,-0.024999999999999467
Facultad de Derecho,Graduado/a en Derecho y en Administración y Dirección de Empresas,8.276923076923076,6.618181818181818,1.6587412587412578
Facultad de Filosofía y Letras,"Graduado/a en Lenguas modernas, cultura y comunicación",8.65,7.5633333333333335,1.086666666666667
Facultad de Psicología,Graduado/a en Psicología (2013),9.25,6.8914285714285715,2.3585714285714285
Facultad de Derecho,Graduado/a en Derecho,7.88,6.091176470588235,1.788823529411765
Facultad de Medicina,Graduado/a en Medicina (2014),9.485714285714286,7.27962962962963,2.2060846560846556
Facultad de Formación de Profesorado y de la Educación,Graduado/a en Maestro/a en Educación Infantil,8.5,7.2250000000000005,1.2749999999999995
Facultad de Filosofía y Letras,Graduado/a en Traducción e interpretación (2019),6.9875,6.734375,0.2531249999999998
Facultad de Ciencias,Graduado/a en Ciencias Ambientales,9.11111111111111,6.3,2.811111111111111
Facultad de Ciencias,Máster en Calidad de Aguas Continentales (2010),7.7,8.77142857142857,-1.0714285714285703
Facultad de Filosofía y Letras,Graduado/a en Estudios Ingleses,8.755555555555555,7.767741935483872,0.9878136200716829
Facultad de Psicología,Graduado/a en Psicología (2013),7.0,7.352941176470588,-0.35294117647058787
Facultad de Filosofía y Letras,Graduado/a en Historia,10.0,8.790322580645162,1.209677419354838
Facultad de Derecho,Graduado/a en Derecho y en Administración y Dirección de Empresas,5.733333333333333,6.841509433962265,-1.1081761006289312
Facultad de Formación de Profesorado y de la Educación,Graduado/a en Ciencias de la Actividad Física y del Deporte,5.275,7.8742857142857146,-2.599285714285714
Facultad de Filosofía y Letras,Graduado/a en Estudios Hispánicos: lengua española y sus literaturas,9.5,9.361764705882353,0.13823529411764746
Escuela Politécnica Superior,Graduado/a en Ingeniería Informática,7.233333333333333,7.094444444444445,0.1388888888888884
Facultad de Derecho,Graduado/a en Derecho (2016),7.1571428571428575,7.264705882352941,-0.10756302521008365
Facultad de Derecho,Graduado/a en Derecho y en Ciencia Política y Administración Pública,7.700000000000001,7.356756756756757,0.3432432432432444
Escuela Politécnica Superior,Graduado/a en Ingeniería Informática,7.9,7.411764705882353,0.4882352941176471
Facultad de Medicina,Graduado/a en Enfermería (2020),10.0,7.315625,2.684375
Facultad de Filosofía y Letras,"Graduado/a en estudios de Asia y África: Árabe, Chino y Japonés",7.311111111111111,7.309677419354839,0.0014336917562722817
Facultad de Filosofía y Letras,"Graduado/a en estudios de Asia y África: Árabe, Chino y Japonés",9.200000000000001,9.085294117647058,0.11470588235294343
Facultad de Formación de Profesorado y de la Educación,Graduado/a en Maestro/a en Educación Infantil,6.32,6.824137931034483,-0.5041379310344825
Facultad de Derecho,Graduado/a en Derecho y en Administración y Dirección de Empresas,8.84,8.126086956521739,0.7139130434782608
Facultad de Filosofía y Letras,Graduado/a en Filosofía,9.375,9.069444444444445,0.30555555555555536
Facultad de Ciencias Económicas y Empresariales,"Grado conjunto (UPF/UAM/UC3M/UAB)Filosofía, Política y Economía",7.70952380952381,7.475,0.23452380952381002
Facultad de Derecho,Graduado/a en Derecho y en Administración y Dirección de Empresas,7.175,7.03469387755102,0.14030612244897966
Facultad de Ciencias,Graduado/a en Física,7.840000000000001,7.796296296296297,0.04370370370370402
Facultad de Derecho,Graduado/a en Derecho y en Administración y Dirección de Empresas,9.75,8.748979591836735,1.0010204081632654
Escuela Politécnica Superior,Graduado/a en Ingeniería Informática y Matemáticas,9.75,7.884782608695652,1.8652173913043484
Facultad de Derecho,Graduado/a en Derecho,8.14,7.157692307692307,0.9823076923076934
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Turismo,7.875,7.4766666666666675,0.39833333333333254
Facultad de Psicología,Graduado/a en Psicología (2013),6.88,7.49090909090909,-0.6109090909090904
Facultad de Filosofía y Letras,Graduado/a en Historia del Arte,6.225,6.122580645161291,0.1024193548387089
Facultad de Derecho,Graduado/a en Derecho (2016),8.5,8.149999999999999,0.3500000000000014
Facultad de Filosofía y Letras,"Graduado/a en Lenguas modernas, cultura y comunicación",7.67,7.756666666666666,-0.086666666666666
Facultad de Ciencias,Graduado/a en Bioquímica,8.459999999999999,8.535714285714286,-0.0757142857142874
Facultad de Filosofía y Letras,Graduado/a en Traducción e interpretación,7.38,7.806060606060607,-0.4260606060606067
Facultad de Filosofía y Letras,"Graduado/a en estudios de Asia y África: Árabe, Chino y Japonés",8.244444444444445,7.629032258064516,0.6154121863799293
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Economía y Finanzas/Bachelor in Economics and Finance,9.6,9.003225806451614,0.5967741935483861
Facultad de Psicología,Graduado/a en Psicología (2013),9.2,7.951515151515151,1.248484848484848
Facultad de Derecho,Graduado/a en Derecho y en Administración y Dirección de Empresas (2019),7.12,7.03030303030303,0.08969696969696983
Facultad de Derecho,Graduado/a en Derecho,7.366666666666667,6.34054054054054,1.026126126126127
Facultad de Derecho,Graduado/a en Derecho y en Administración y Dirección de Empresas,8.75,8.456603773584906,0.2933962264150942
Facultad de Filosofía y Letras,"Graduado/a en estudios de Asia y África: Árabe, Chino y Japonés",7.4750000000000005,7.0851851851851855,0.38981481481481506
Facultad de Filosofía y Letras,Graduado/a en Antropología Social y Cultural,8.625,8.083333333333334,0.5416666666666661
Facultad de Filosofía y Letras,Graduado/a en Estudios Internacionales,8.986666666666668,8.004166666666666,0.9825000000000017
Facultad de Ciencias,Graduado/a en Bioquímica,8.47777777777778,8.339285714285714,0.1384920634920661
Facultad de Derecho,Graduado/a en Derecho y en Administración y Dirección de Empresas,8.8,7.553846153846154,1.246153846153847
Facultad de Ciencias,Graduado/a en Ciencias Ambientales,6.871428571428572,6.886363636363637,-0.014935064935064801
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Administración y Dirección de Empresas,7.1,8.286206896551725,-1.1862068965517256
Facultad de Filosofía y Letras,Graduado/a en Traducción e interpretación,7.540000000000001,7.742857142857143,-0.20285714285714196
Facultad de Filosofía y Letras,Graduado/a en Estudios Internacionales,7.26,7.403448275862068,-0.14344827586206854
Facultad de Filosofía y Letras,Graduado/a en Antropología Social y Cultural,7.95,8.052941176470588,-0.10294117647058787
Facultad de Derecho,Graduado/a en Ciencia Política y Administración Pública,7.5,6.9944444444444445,0.5055555555555555
Facultad de Derecho,Graduado/a en Derecho,8.03,8.006451612903225,0.023548387096774093
Facultad de Filosofía y Letras,Graduado/a en Traducción e interpretación (2019),9.9,8.257692307692308,1.6423076923076927
Escuela Politécnica Superior,Graduado/a en Ingeniería Informática,8.5,8.022222222222222,0.47777777777777786
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Turismo,6.15,6.373333333333333,-0.22333333333333272
Facultad de Derecho,Graduado/a en Derecho y en Ciencia Política y Administración Pública,8.049999999999999,6.331818181818182,1.718181818181817
Facultad de Filosofía y Letras,"Graduado/a en Lenguas modernas, cultura y comunicación",7.7,6.1,1.6000000000000005
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Administración y Dirección de Empresas,8.0,7.22258064516129,0.7774193548387096
Facultad de Filosofía y Letras,"Graduado/a en Lenguas modernas, cultura y comunicación",6.85,6.386666666666667,0.46333333333333293
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Administración y Dirección de Empresas (2018),6.85,6.451724137931034,0.3982758620689655
Facultad de Filosofía y Letras,Graduado/a en Historia (2014),8.5,8.456666666666667,0.043333333333333
Facultad de Filosofía y Letras,Graduado/a en Traducción e interpretación,8.0,7.377142857142857,0.6228571428571428
Facultad de Derecho,Graduado/a en Derecho (2016),8.954545454545455,8.843333333333334,0.11121212121212132
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Economía,6.5,5.574285714285714,0.9257142857142862
Facultad de Filosofía y Letras,Graduado/a en Filosofía e Historia y Ciencias de la Música y Tecnología Musical,9.5,9.077358490566038,0.42264150943396217
Facultad de Filosofía y Letras,"Graduado/a en Lenguas modernas, cultura y comunicación",6.666666666666667,6.490322580645161,0.17634408602150575
Facultad de Ciencias,Graduado/a en Nutrición Humana y Dietética,6.43,7.334782608695652,-0.9047826086956521
Facultad de Psicología,Graduado/a en Psicología (2013),8.42,7.015151515151516,1.4048484848484843
Facultad de Derecho,Graduado/a en Derecho,7.92,6.534285714285714,1.3857142857142861
Facultad de Ciencias,Graduado/a en Física,6.400000000000001,7.051612903225807,-0.6516129032258053
Facultad de Filosofía y Letras,Graduado/a en Traducción e interpretación,9.0,7.8583333333333325,1.1416666666666675
Facultad de Derecho,Graduado/a en Derecho,7.60952380952381,6.489473684210526,1.1200501253132842
Facultad de Derecho,Graduado/a en Derecho,9.083333333333334,6.023529411764706,3.059803921568628
Facultad de Filosofía y Letras,"Graduado/a en Lenguas modernas, cultura y comunicación",7.459999999999999,7.154285714285715,0.3057142857142843
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Administración y Dirección de Empresas (2018),7.2,6.76896551724138,0.4310344827586201
Facultad de Formación de Profesorado y de la Educación,Graduado/a en Maestro/a en Educación Infantil,8.666666666666666,8.25,0.4166666666666661
Facultad de Ciencias,Graduado/a en Ingeniería Química,9.1125,8.6875,0.4250000000000007
Facultad de Filosofía y Letras,"Graduado/a en Lenguas modernas, cultura y comunicación",7.26,7.593103448275862,-0.33310344827586214
Facultad de Derecho,Graduado/a en Derecho y en Ciencia Política y Administración Pública,6.88,7.0575,-0.1775000000000002
Facultad de Medicina,Graduado/a en Medicina,7.125,6.6490909090909085,0.4759090909090915
Facultad de Psicología,Graduado/a en Psicología (2013),9.0,7.723529411764707,1.2764705882352931
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Turismo (2018),6.577777777777778,5.733333333333333,0.844444444444445
Facultad de Derecho,Graduado/a en Derecho,9.0,6.522499999999999,2.477500000000001
Facultad de Formación de Profesorado y de la Educación,Graduado/a en Maestro/a en Educación Primaria,9.375,8.49,0.8849999999999998
Facultad de Filosofía y Letras,Graduado/a en Traducción e interpretación,7.6,7.314705882352941,0.2852941176470587
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Administración y Dirección de Empresas,5.975,6.593548387096774,-0.6185483870967747
Facultad de Derecho,Graduado/a en Derecho (2016),6.1571428571428575,6.776470588235294,-0.6193277310924366
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Administración y Dirección de Empresas,6.0,6.353571428571429,-0.35357142857142865
Facultad de Psicología,Graduado/a en Psicología (2013),8.1,7.121212121212121,0.9787878787878785
Facultad de Derecho,Graduado/a en Derecho y en Ciencia Política y Administración Pública,7.266666666666667,6.676595744680851,0.5900709219858156
Facultad de Formación de Profesorado y de la Educación,Graduado/a en Maestro/a en Educación Infantil,8.0,7.1923076923076925,0.8076923076923075
Facultad de Filosofía y Letras,"Graduado/a en estudios de Asia y África: Árabe, Chino y Japonés",5.766666666666667,6.090322580645162,-0.32365591397849514
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Administración y Dirección de Empresas,6.857142857142857,7.478571428571429,-0.6214285714285719
Facultad de Filosofía y Letras,Graduado/a en Estudios Hispánicos: lengua española y sus literaturas,6.9,6.464516129032258,0.435483870967742
Facultad de Medicina,Graduado/a en Medicina (2014),9.235714285714286,8.429787234042553,0.8059270516717323
Facultad de Filosofía y Letras,Graduado/a en Estudios Hispánicos: lengua española y sus literaturas,9.14,8.656666666666666,0.4833333333333343
Facultad de Psicología,Graduado/a en Psicología (2013),9.2,7.803030303030303,1.3969696969696965
Facultad de Filosofía y Letras,"Graduado/a en estudios de Asia y África: Árabe, Chino y Japonés",8.233333333333333,7.041666666666667,1.1916666666666655
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Economía y Finanzas/Bachelor in Economics and Finance,7.277777777777778,6.67,0.6077777777777778
Facultad de Filosofía y Letras,Graduado/a en Estudios Internacionales,7.6875,7.829032258064516,-0.1415322580645162
Facultad de Ciencias,Graduado/a en Matemáticas,8.777777777777779,9.034782608695652,-0.2570048309178734
Facultad de Ciencias,Graduado/a en Matemáticas,7.95,6.760000000000001,1.1899999999999995
Facultad de Medicina,Graduado/a en Medicina,7.261538461538462,6.326923076923077,0.9346153846153857
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Administración y Dirección de Empresas (2018),8.0,6.424137931034483,1.5758620689655167
Facultad de Psicología,Graduado/a en Psicología (2013),8.625,9.414285714285715,-0.7892857142857146
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Turismo,6.8999999999999995,7.12,-0.22000000000000064
Facultad de Ciencias,Graduado/a en Ciencias de la alimentación,8.416666666666666,7.237037037037037,1.1796296296296287
Facultad de Medicina,Graduado/a en Medicina (2014),9.153846153846153,7.4437500000000005,1.7100961538461528
Facultad de Ciencias,Máster en Antropología Física: Evolución y Biodiversidad Humanas (2010),8.375,8.2,0.1750000000000007
Escuela Politécnica Superior,Graduado/a en Ingeniería Informática y Matemáticas (2019),6.345454545454545,8.175,-1.829545454545456
Facultad de Derecho,Graduado/a en Derecho,7.08,6.824999999999999,0.2550000000000008
Facultad de Filosofía y Letras,"Graduado/a en Lenguas modernas, cultura y comunicación",8.459999999999999,7.24,1.2199999999999989
Facultad de Psicología,Graduado/a en Psicología (2013),6.67,7.785185185185185,-1.1151851851851848
Facultad de Psicología,Graduado/a en Psicología (2013),8.7,7.264285714285714,1.435714285714285
Facultad de Filosofía y Letras,Graduado/a en Estudios Internacionales,9.211111111111112,6.743333333333334,2.467777777777778
Facultad de Filosofía y Letras,Graduado/a en Estudios Internacionales,8.8,8.475862068965517,0.32413793103448363
Facultad de Derecho,Graduado/a en Derecho,8.2,8.285714285714286,-0.08571428571428719
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Economía y Finanzas/Bachelor in Economics and Finance,9.5,8.540625,0.9593749999999996
Facultad de Ciencias,Graduado/a en Física,9.0,8.444117647058825,0.5558823529411754
Facultad de Filosofía y Letras,"Graduado/a en Lenguas modernas, cultura y comunicación",8.6,7.3,1.2999999999999998
Escuela Politécnica Superior,Graduado/a en Ingeniería Informática,5.9,7.2303030303030305,-1.33030303030303
Facultad de Medicina,Graduado/a en Medicina (2014),9.285714285714286,7.361702127659575,1.9240121580547118
Facultad de Medicina,Graduado/a en Medicina,9.62857142857143,7.4512820512820515,2.1772893772893784
Facultad de Psicología,Graduado/a en Psicología (2013),8.4,9.327272727272728,-0.9272727272727277
Facultad de Derecho,Graduado/a en Derecho (2016),7.1000000000000005,6.587878787878788,0.5121212121212126
Facultad de Ciencias,Graduado/a en Ingeniería Química (2016),8.6,8.296551724137931,0.3034482758620687
Facultad de Derecho,Graduado/a en Derecho y en Ciencia Política y Administración Pública,8.5,7.1,1.4000000000000004
Facultad de Filosofía y Letras,Graduado/a en Historia y Ciencias de la Música,8.0125,7.570967741935483,0.441532258064516
Facultad de Formación de Profesorado y de la Educación,Graduado/a en Maestro/a en Educación Primaria,8.372727272727273,8.095454545454546,0.27727272727272734
Facultad de Psicología,Graduado/a en Psicología (2013),8.64,7.271428571428571,1.3685714285714292
Facultad de Filosofía y Letras,Graduado/a en Estudios Hispánicos: lengua española y sus literaturas,8.6,8.817142857142859,-0.21714285714285886
Facultad de Filosofía y Letras,Graduado/a en Estudios Internacionales,7.628571428571428,6.545454545454546,1.0831168831168823
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Turismo,8.122222222222222,7.116666666666666,1.0055555555555555
Facultad de Filosofía y Letras,Graduado/a en Historia (2014),6.720000000000001,7.430000000000001,-0.71
Facultad de Filosofía y Letras,"Graduado/a en estudios de Asia y África: Árabe, Chino y Japonés",9.183333333333334,7.394285714285715,1.7890476190476186
Facultad de Ciencias,Graduado/a en Química (2016),7.075,6.8100000000000005,0.2649999999999997
Facultad de Derecho,Graduado/a en Derecho y en Administración y Dirección de Empresas,8.975,7.21875,1.7562499999999996
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Administración y Dirección de Empresas,6.471428571428571,6.178571428571429,0.2928571428571418
Facultad de Psicología,Graduado/a en Psicología (2013),7.666666666666667,8.367857142857144,-0.7011904761904768
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Gestión Aeronáutica,7.25,8.248484848484848,-0.9984848484848481
Facultad de Derecho,Graduado/a en Derecho y en Ciencia Política y Administración Pública,7.25,7.425,-0.17499999999999982
Facultad de Filosofía y Letras,Graduado/a en Antropología Social y Cultural,9.9,7.632142857142857,2.2678571428571432
Facultad de Filosofía y Letras,Graduado/a en Estudios Ingleses,5.528571428571429,6.175757575757576,-0.6471861471861464
Facultad de Filosofía y Letras,Graduado/a en Estudios Internacionales,7.411111111111111,7.748387096774193,-0.3372759856630818
Facultad de Psicología,Graduado/a en Psicología (2013),7.859999999999999,7.471875,0.3881249999999996
Facultad de Filosofía y Letras,"Graduado/a en Lenguas modernas, cultura y comunicación",8.853333333333333,8.443999999999999,0.40933333333333444
Facultad de Formación de Profesorado y de la Educación,Graduado/a en Maestro/a en Educación Infantil,8.414285714285715,8.511111111111111,-0.09682539682539648
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Gestión Aeronáutica,8.266666666666667,7.880645161290322,0.3860215053763456
Facultad de Filosofía y Letras,"Graduado/a en Lenguas modernas, cultura y comunicación",7.5200000000000005,7.974285714285715,-0.4542857142857146
Facultad de Ciencias,Graduado/a en Ciencias Ambientales,8.38888888888889,7.276923076923077,1.1119658119658125
Facultad de Filosofía y Letras,"Graduado/a en Lenguas modernas, cultura y comunicación",6.877777777777777,7.793333333333334,-0.9155555555555566
Facultad de Filosofía y Letras,"Graduado/a en Lenguas modernas, cultura y comunicación",9.05,8.4,0.6500000000000004
Facultad de Ciencias,Graduado/a en Matemáticas,5.6000000000000005,7.016,-1.4159999999999995
Facultad de Filosofía y Letras,Graduado/a en Traducción e interpretación,8.82,7.823529411764706,0.9964705882352947
Facultad de Ciencias,Máster en Calidad de Aguas Continentales (2010),8.857142857142858,9.200000000000001,-0.3428571428571434
Facultad de Filosofía y Letras,Graduado/a en Traducción e interpretación,8.385714285714286,8.190909090909091,0.19480519480519476
Escuela Politécnica Superior,Graduado/a en Ingeniería Informática y Matemáticas (2019),6.25,6.5,-0.25
Facultad de Derecho,Graduado/a en Derecho y en Administración y Dirección de Empresas,9.875,8.065384615384614,1.8096153846153857
Facultad de Derecho,Graduado/a en Derecho y en Administración y Dirección de Empresas,7.390909090909091,6.826666666666666,0.5642424242424244
Facultad de Psicología,Graduado/a en Psicología (2013),9.033333333333333,7.185714285714286,1.8476190476190473
Facultad de Filosofía y Letras,"Graduado/a en estudios de Asia y África: Árabe, Chino y Japonés",6.4,7.565714285714286,-1.1657142857142855
Facultad de Filosofía y Letras,Graduado/a en Traducción e interpretación (2019),8.672727272727274,7.682758620689656,0.9899686520376179
Facultad de Ciencias,Graduado/a en Bioquímica,8.5,8.38125,0.11875000000000036
Facultad de Derecho,Graduado/a en Derecho,8.2,6.677142857142857,1.5228571428571422
Facultad de Derecho,Graduado/a en Derecho,8.0,6.5285714285714285,1.4714285714285715
Facultad de Formación de Profesorado y de la Educación,Graduado/a en Maestro/a en Educación Primaria,8.25,8.696666666666665,-0.44666666666666544
Facultad de Psicología,Graduado/a en Psicología (2013),7.5,7.3088235294117645,0.1911764705882355
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Administración y Dirección de Empresas,8.2,6.820689655172414,1.3793103448275854
Facultad de Ciencias,Graduado/a en Ciencias Ambientales,8.666666666666666,7.640740740740741,1.0259259259259252
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Economía (2018),7.175,7.203225806451614,-0.028225806451613877
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Administración y Dirección de Empresas,6.175,6.5346153846153845,-0.35961538461538467
Facultad de Formación de Profesorado y de la Educación,Graduado/a en Ciencias de la Actividad Física y del Deporte,7.1,7.426470588235294,-0.32647058823529473
Facultad de Derecho,Graduado/a en Derecho y en Administración y Dirección de Empresas (2019),7.285714285714286,6.861538461538462,0.42417582417582356
Facultad de Filosofía y Letras,Graduado/a en Estudios Ingleses,6.39,6.496551724137931,-0.10655172413793146
Facultad de Medicina,Graduado/a en Medicina (2014),8.516666666666667,7.5,1.0166666666666675
Facultad de Filosofía y Letras,Graduado/a en Historia y Ciencias de la Música y Tecnología Musical,5.433333333333334,7.5055555555555555,-2.072222222222222
Facultad de Psicología,Graduado/a en Psicología,8.107142857142858,7.321052631578947,0.7860902255639104
Facultad de Derecho,Graduado/a en Derecho y en Administración y Dirección de Empresas,8.2,6.638181818181819,1.5618181818181807
Facultad de Filosofía y Letras,Graduado/a en Estudios Internacionales,8.73,8.096551724137932,0.6334482758620688
Facultad de Derecho,Graduado/a en Derecho y en Administración y Dirección de Empresas,7.335714285714286,7.354761904761904,-0.019047619047618092
Facultad de Filosofía y Letras,"Graduado/a en Lenguas modernas, cultura y comunicación",8.025,7.283333333333333,0.7416666666666671
Facultad de Filosofía y Letras,Graduado/a en Traducción e interpretación,6.82,6.710344827586207,0.10965517241379352
Facultad de Derecho,Graduado/a en Derecho,7.5,6.074285714285714,1.4257142857142862
Facultad de Filosofía y Letras,Graduado/a en Estudios Ingleses,6.311111111111111,6.66774193548387,-0.3566308243727594
Facultad de Derecho,Graduado/a en Derecho,7.625,7.036111111111111,0.5888888888888886
Facultad de Derecho,Graduado/a en Derecho (2016),7.12,6.1971428571428575,0.9228571428571426
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Economía y Finanzas/Bachelor in Economics and Finance,5.36,6.2625,-0.9024999999999999
Facultad de Filosofía y Letras,Graduado/a en Filosofía e Historia y Ciencias de la Música y Tecnología Musical,7.090909090909091,7.104081632653061,-0.013172541743970534
Facultad de Ciencias,Graduado/a en Nutrición Humana y Dietética,8.78,8.308695652173913,0.4713043478260861
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Administración y Dirección de Empresas,7.85,5.957575757575757,1.8924242424242426
Facultad de Filosofía y Letras,Graduado/a en Traducción e interpretación,8.28,7.394285714285715,0.8857142857142843
Facultad de Derecho,Graduado/a en Derecho,6.8999999999999995,6.581818181818181,0.31818181818181834
Facultad de Filosofía y Letras,Graduado/a en Estudios Internacionales,6.677777777777778,7.280645161290322,-0.6028673835125442
Facultad de Ciencias,Graduado/a en Ciencias Ambientales,7.9375,6.333333333333333,1.604166666666667
Facultad de Derecho,Graduado/a en Derecho,7.311764705882353,9.043478260869565,-1.7317135549872118
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Administración y Dirección de Empresas (2018),7.4125000000000005,6.544827586206897,0.8676724137931036
Facultad de Formación de Profesorado y de la Educación,Graduado/a en Maestro/a en Educación Primaria,8.075,7.903571428571429,0.17142857142856993
Facultad de Filosofía y Letras,"Graduado/a en Lenguas modernas, cultura y comunicación",7.2,7.413793103448276,-0.21379310344827562
Facultad de Ciencias,Graduado/a en Nutrición Humana y Dietética,9.0,8.35,0.6500000000000004
Facultad de Ciencias,Graduado/a en Bioquímica,8.275,8.678787878787878,-0.4037878787878775
Facultad de Filosofía y Letras,"Graduado/a en estudios de Asia y África: Árabe, Chino y Japonés (2020)",7.840000000000001,8.496666666666666,-0.6566666666666654
Facultad de Medicina,Graduado/a en Enfermería,8.5,7.1,1.4000000000000004
